"","Kingdom","Phylum","Class","Order","Family","Genus"
"816","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"817","Bacteria","Desulfobacterota","Desulfuromonadia","PB19",NA,NA
"818","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula"
"819","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group"
"820","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"821","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter"
"822","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"823","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Symbiodinium"
"824","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_IV",NA
"825","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"826","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea"
"827","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter_clade_NAC11-7_lineage"
"828","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"829","Eukaryota","MAST-4","MAST-4D",NA,NA,NA
"830","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade",NA,NA
"831","Eukaryota","Annelida","Polychaeta","Terebellida",NA,NA
"832","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus_CC9902"
"833","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_III",NA
"834","Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","Chrysochromulina"
"835","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA
"836","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA
"837","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"838","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina"
"839","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade"
"840","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"841","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"842","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II",NA
"843","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Aquiluna"
"844","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"845","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade",NA,NA
"846","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"847","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"848","Eukaryota","Dinoflagellata",NA,NA,NA,NA
"849","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA
"850","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"851","Eukaryota","Dinoflagellata","Dinophyceae",NA,NA,NA
"852","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"853","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade",NA,NA
"854","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus_CC9902"
"855","Eukaryota","MAST-6",NA,NA,NA,NA
"856","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"857","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"858","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"859","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade",NA,NA
"860","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"861","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"862","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Croceibacter"
"863","Eukaryota","Cercozoa",NA,NA,NA,NA
"864","Eukaryota","Chlorophyta_ph","Prasinophytae",NA,NA,NA
"865","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"866","Eukaryota","Chlorophyta_ph","Chlorodendrophyceae","Chlorodendrales","Chlorodendrales_fa","Tetraselmis"
"867","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"868","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Paragymnodinium"
"869","Eukaryota","Holozoa_ph","Choanoflagellida","Acanthoecida_or","Stephanoecidae","Marine_Choanoflagellates_1"
"870","Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","OLI51059"
"871","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"872","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade",NA,NA
"873","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade",NA,NA
"874","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"875","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga"
"876","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"877","Eukaryota","MAST-3","MAST-3D",NA,NA,NA
"878","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Pelagostrobilidium"
"879","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"880","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae",NA
"881","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"882","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"883","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"884","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group"
"885","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"886","Bacteria","Margulisbacteria",NA,NA,NA,NA
"887","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula"
"888","Eukaryota","Holozoa_ph","Choanoflagellida","Acanthoecida_or","Stephanoecidae",NA
"889","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II",NA
"890","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia"
"891","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pelagibaca"
"892","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia"
"893","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nioella"
"894","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade",NA,NA
"895","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Candidatus_Endoecteinascidia"
"896","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"897","Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales","Cryptomonadales_fa",NA
"898","Eukaryota","Cercozoa","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Gymnophrys"
"899","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"900","Eukaryota","Cercozoa","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Gymnophrys"
"901","Eukaryota","MAST-4","MAST-4D",NA,NA,NA
"902","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium_PCC-6307"
"903","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II",NA
"904","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"905","Eukaryota","Cercozoa",NA,NA,NA,NA
"906","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"907","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7_clade"
"908","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"909","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_II",NA
"910","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"911","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"912","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salegentibacter"
"913","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnopsis"
"914","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade",NA,NA
"915","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"916","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans"
"917","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA
"918","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Profundimonas"
"919","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"920","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"921","Eukaryota","Arthropoda","Maxillopoda","Calanoida",NA,NA
"922","Eukaryota","Chlorophyta_ph","Prasinophytae",NA,NA,NA
"923","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae",NA,NA
"924","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"925","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter"
"926","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"927","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"928","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"929","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
"930","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas"
"931","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Formosa"
"932","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnopsis"
"933","Eukaryota","Cercozoa","Chlorarachniophyta","Chlorarachniophyta_or","Chlorarachniophyta_fa","Bigelowiella"
"934","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92_clade"
"935","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia"
"936","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Gymnodinium"
"937","Eukaryota",NA,NA,NA,NA,NA
"938","Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","Prymnesium"
"939","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade"
"940","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"941","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade"
"942","Bacteria","Planctomycetota","Pla3_lineage",NA,NA,NA
"943","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter"
"944","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"945","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group"
"946","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"947","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"948","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_II",NA
"949","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"950","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae1","Alcanivorax"
"951","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
"952","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"953","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"954","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA
"955","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"956","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola"
"957","Bacteria","Marinimicrobia_(SAR406_clade)",NA,NA,NA,NA
"958","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea"
"959","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"960","Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiophyceae_or","Prymnesiophyceae_fa","Phaeocystis"
"961","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"962","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"963","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade",NA,NA
"964","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116_clade",NA
"965","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade",NA,NA
"966","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group"
"967","Bacteria","Marinimicrobia_(SAR406_clade)",NA,NA,NA,NA
"968","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina"
"969","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"970","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus_Actinomarina"
"971","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"972","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II",NA
"973","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"974","Eukaryota",NA,NA,NA,NA,NA
"975","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"976","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans"
"977","Eukaryota","Dinoflagellata","Dinophyceae",NA,NA,NA
"978","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"979","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group"
"980","Eukaryota","Cercozoa",NA,NA,NA,NA
"981","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Heterocapsa"
"982","Eukaryota","Pav3",NA,NA,NA,NA
"983","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"984","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Warnowia"
"985","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"986","Eukaryota","Cercozoa",NA,NA,NA,NA
"987","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"988","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia",NA
"989","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA
"990","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II",NA
"991","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"992","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"993","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae","Candidatus_Thiodiazotropha"
"994","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_II",NA
"995","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans"
"996","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade",NA,NA
"997","Bacteria","Proteobacteria",NA,NA,NA,NA
"998","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"999","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1000","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b_marine_group"
"1001","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1002","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group"
"1003","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae",NA
"1004","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Olleya"
"1005","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade"
"1006","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lentibacter"
"1007","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","Candidatus_Puniceispirillum"
"1008","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"1009","Bacteria","Marinimicrobia_(SAR406_clade)",NA,NA,NA,NA
"1010","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseibacterium"
"1011","Eukaryota","MAST-4","MAST-4D",NA,NA,NA
"1012","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia"
"1013","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1014","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1015","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA
"1016","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade",NA,NA
"1017","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92_clade"
"1018","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA
"1019","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1020","Eukaryota","Dinoflagellata","Dinophyceae",NA,NA,NA
"1021","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Kareniaceae","Karlodinium"
"1022","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"1023","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"1024","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina"
"1025","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1026","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus"
"1027","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1028","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1029","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Rimostrombidium"
"1030","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1031","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade",NA,NA
"1032","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1033","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidium"
"1034","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group"
"1035","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1036","Eukaryota","MAST-3","MAST-3E",NA,NA,NA
"1037","Eukaryota",NA,NA,NA,NA,NA
"1038","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"1039","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"1040","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Formosa"
"1041","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II",NA
"1042","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"1043","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea",NA
